pageid,fileNameAbsolut,fileNameRelative,fileLastModifiedTime,fileCreationTime,fileSizeInBytes,level,keywords,categories,description,categoriesList,section,sectionPathAbsoulte,sectionPathRelative,webadress,vorgelagerteSectionPage,nachgelagerteSectionPage,sectionIndex
,C:/DocTool/content/Docus/DataScience/Praxis/Beispiel-Projekte-handsonml/datasets/lifesat/README.md,/Docus/DataScience/Praxis/Beispiel-Projekte-handsonml/datasets/lifesat/README.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,4311,0,[''],[''],,"['Docus', 'DataScience', 'Praxis', 'Beispiel-Projekte-handsonml', 'datasets', 'lifesat']",lifesat,C:/DocTool/content/Docus/DataScience/Praxis/Beispiel-Projekte-handsonml/datasets/lifesat/,/Docus/DataScience/Praxis/Beispiel-Projekte-handsonml/datasets/lifesat/,https://jhc90.github.io/Docus/DataScience/Praxis/Beispiel-Projekte-handsonml/datasets/lifesat/README.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/DataScience/Theorie/001_Algorithmen.md,/Docus/DataScience/Theorie/001_Algorithmen.md,Thu Nov  5 09:01:56 2020,Wed Nov  4 17:00:07 2020,407,0,[''],[''],,"['Docus', 'DataScience', 'Theorie']",Theorie,C:/DocTool/content/Docus/DataScience/Theorie/,/Docus/DataScience/Theorie/,https://jhc90.github.io/Docus/DataScience/Theorie/001_Algorithmen.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/DataScience/Theorie/001_Data.md,/Docus/DataScience/Theorie/001_Data.md,Thu Nov  5 09:02:16 2020,Thu Nov  5 08:17:15 2020,1650,1,[''],[''],,"['Docus', 'DataScience', 'Theorie']",Theorie,C:/DocTool/content/Docus/DataScience/Theorie/,/Docus/DataScience/Theorie/,https://jhc90.github.io/Docus/DataScience/Theorie/001_Data.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/DataScience/Theorie/002_Generalisierung.md,/Docus/DataScience/Theorie/002_Generalisierung.md,Thu Nov  5 08:33:56 2020,Thu Nov  5 08:32:39 2020,268,2,[''],[''],,"['Docus', 'DataScience', 'Theorie']",Theorie,C:/DocTool/content/Docus/DataScience/Theorie/,/Docus/DataScience/Theorie/,https://jhc90.github.io/Docus/DataScience/Theorie/002_Generalisierung.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/DataScience/Theorie/003_Parameter.md,/Docus/DataScience/Theorie/003_Parameter.md,Thu Nov  5 08:56:43 2020,Thu Nov  5 08:34:35 2020,1658,3,[''],[''],,"['Docus', 'DataScience', 'Theorie']",Theorie,C:/DocTool/content/Docus/DataScience/Theorie/,/Docus/DataScience/Theorie/,https://jhc90.github.io/Docus/DataScience/Theorie/003_Parameter.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/DataScience/Theorie/004_Validatione-Strategies.md,/Docus/DataScience/Theorie/004_Validatione-Strategies.md,Thu Nov  5 08:39:04 2020,Thu Nov  5 08:38:45 2020,258,4,[''],[''],,"['Docus', 'DataScience', 'Theorie']",Theorie,C:/DocTool/content/Docus/DataScience/Theorie/,/Docus/DataScience/Theorie/,https://jhc90.github.io/Docus/DataScience/Theorie/004_Validatione-Strategies.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/DataScience/Theorie/005_PerformanceMeasure.md,/Docus/DataScience/Theorie/005_PerformanceMeasure.md,Thu Nov  5 10:29:54 2020,Thu Nov  5 10:24:47 2020,95,5,[''],[''],,"['Docus', 'DataScience', 'Theorie']",Theorie,C:/DocTool/content/Docus/DataScience/Theorie/,/Docus/DataScience/Theorie/,https://jhc90.github.io/Docus/DataScience/Theorie/005_PerformanceMeasure.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/DataScience/Theorie/000_AI_ML_DL.md,/Docus/DataScience/Theorie/000_AI_ML_DL.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,4619,6,"['AI', ' KI', ' DS', ' ML', ' DL', ' welcome']","['Data-Science', ' Theorie']",hier der theoretische First-Touch für die Berührung mit dem Thema Data_Science,"['Docus', 'DataScience', 'Theorie']",Theorie,C:/DocTool/content/Docus/DataScience/Theorie/,/Docus/DataScience/Theorie/,https://jhc90.github.io/Docus/DataScience/Theorie/000_AI_ML_DL.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Grundbegriffe/Binary.md,/Docus/Informatik/Grundbegriffe/Binary.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,611,0,[''],[''],,"['Docus', 'Informatik', 'Grundbegriffe']",Grundbegriffe,C:/DocTool/content/Docus/Informatik/Grundbegriffe/,/Docus/Informatik/Grundbegriffe/,https://jhc90.github.io/Docus/Informatik/Grundbegriffe/Binary.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Grundbegriffe/BinaryFile.md,/Docus/Informatik/Grundbegriffe/BinaryFile.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,46,1,[''],[''],,"['Docus', 'Informatik', 'Grundbegriffe']",Grundbegriffe,C:/DocTool/content/Docus/Informatik/Grundbegriffe/,/Docus/Informatik/Grundbegriffe/,https://jhc90.github.io/Docus/Informatik/Grundbegriffe/BinaryFile.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Grundbegriffe/TextFile.md,/Docus/Informatik/Grundbegriffe/TextFile.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,108,2,[''],[''],,"['Docus', 'Informatik', 'Grundbegriffe']",Grundbegriffe,C:/DocTool/content/Docus/Informatik/Grundbegriffe/,/Docus/Informatik/Grundbegriffe/,https://jhc90.github.io/Docus/Informatik/Grundbegriffe/TextFile.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Grundbegriffe/DateiFormate/csv.md,/Docus/Informatik/Grundbegriffe/DateiFormate/csv.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,0,0,[''],[''],,"['Docus', 'Informatik', 'Grundbegriffe', 'DateiFormate']",DateiFormate,C:/DocTool/content/Docus/Informatik/Grundbegriffe/DateiFormate/,/Docus/Informatik/Grundbegriffe/DateiFormate/,https://jhc90.github.io/Docus/Informatik/Grundbegriffe/DateiFormate/csv.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Grundbegriffe/DateiFormate/json.md,/Docus/Informatik/Grundbegriffe/DateiFormate/json.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,0,1,[''],[''],,"['Docus', 'Informatik', 'Grundbegriffe', 'DateiFormate']",DateiFormate,C:/DocTool/content/Docus/Informatik/Grundbegriffe/DateiFormate/,/Docus/Informatik/Grundbegriffe/DateiFormate/,https://jhc90.github.io/Docus/Informatik/Grundbegriffe/DateiFormate/json.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Grundbegriffe/DateiFormate/toml.md,/Docus/Informatik/Grundbegriffe/DateiFormate/toml.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,261,2,[''],[''],,"['Docus', 'Informatik', 'Grundbegriffe', 'DateiFormate']",DateiFormate,C:/DocTool/content/Docus/Informatik/Grundbegriffe/DateiFormate/,/Docus/Informatik/Grundbegriffe/DateiFormate/,https://jhc90.github.io/Docus/Informatik/Grundbegriffe/DateiFormate/toml.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Operating-Informatik/Windows/Path-Variable.md,/Docus/Informatik/Operating-Informatik/Windows/Path-Variable.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,898,0,[''],[''],,"['Docus', 'Informatik', 'Operating-Informatik', 'Windows']",Windows,C:/DocTool/content/Docus/Informatik/Operating-Informatik/Windows/,/Docus/Informatik/Operating-Informatik/Windows/,https://jhc90.github.io/Docus/Informatik/Operating-Informatik/Windows/Path-Variable.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Operating-Informatik/Windows/PathWindows.md,/Docus/Informatik/Operating-Informatik/Windows/PathWindows.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,46,1,[''],[''],,"['Docus', 'Informatik', 'Operating-Informatik', 'Windows']",Windows,C:/DocTool/content/Docus/Informatik/Operating-Informatik/Windows/,/Docus/Informatik/Operating-Informatik/Windows/,https://jhc90.github.io/Docus/Informatik/Operating-Informatik/Windows/PathWindows.html,,,https://jhc90.github.io/index.html
09112020-0745-PcWeltHotKeys,C:/DocTool/content/Docus/Informatik/Operating-Informatik/Windows/Tools/PC-WELTHotKeys/Intro.md,/Docus/Informatik/Operating-Informatik/Windows/Tools/PC-WELTHotKeys/Intro.md,Mon Nov  9 07:49:20 2020,Mon Nov  9 07:28:46 2020,986,0,"['Batch', ' Automation', ' Tastenkombination', ' ']",['Automation'],Beschreibung eines Tools mit welchem sich in Windows globale und lokale Tastenkombinationen verwalten lassen,"['Docus', 'Informatik', 'Operating-Informatik', 'Windows', 'Tools', 'PC-WELTHotKeys']",PC-WELTHotKeys,C:/DocTool/content/Docus/Informatik/Operating-Informatik/Windows/Tools/PC-WELTHotKeys/,/Docus/Informatik/Operating-Informatik/Windows/Tools/PC-WELTHotKeys/,https://jhc90.github.io/Docus/Informatik/Operating-Informatik/Windows/Tools/PC-WELTHotKeys/Intro.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Operating-Systeme/Windows/Path-Variable.md,/Docus/Informatik/Operating-Systeme/Windows/Path-Variable.md,Tue Nov  3 17:42:49 2020,Tue Nov  3 05:19:38 2020,990,0,[''],[''],,"['Docus', 'Informatik', 'Operating-Systeme', 'Windows']",Windows,C:/DocTool/content/Docus/Informatik/Operating-Systeme/Windows/,/Docus/Informatik/Operating-Systeme/Windows/,https://jhc90.github.io/Docus/Informatik/Operating-Systeme/Windows/Path-Variable.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Operating-Systeme/Windows/PathWindows.md,/Docus/Informatik/Operating-Systeme/Windows/PathWindows.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,46,1,[''],[''],,"['Docus', 'Informatik', 'Operating-Systeme', 'Windows']",Windows,C:/DocTool/content/Docus/Informatik/Operating-Systeme/Windows/,/Docus/Informatik/Operating-Systeme/Windows/,https://jhc90.github.io/Docus/Informatik/Operating-Systeme/Windows/PathWindows.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Programmieren/Grundbegriffe-Programmieren/KompilierenInterpretieren.md,/Docus/Informatik/Programmieren/Grundbegriffe-Programmieren/KompilierenInterpretieren.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,306,0,[''],[''],,"['Docus', 'Informatik', 'Programmieren', 'Grundbegriffe-Programmieren']",Grundbegriffe-Programmieren,C:/DocTool/content/Docus/Informatik/Programmieren/Grundbegriffe-Programmieren/,/Docus/Informatik/Programmieren/Grundbegriffe-Programmieren/,https://jhc90.github.io/Docus/Informatik/Programmieren/Grundbegriffe-Programmieren/KompilierenInterpretieren.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Programmieren/Grundbegriffe-Programmieren/Programmiersprachen.md,/Docus/Informatik/Programmieren/Grundbegriffe-Programmieren/Programmiersprachen.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,360,1,[''],[''],,"['Docus', 'Informatik', 'Programmieren', 'Grundbegriffe-Programmieren']",Grundbegriffe-Programmieren,C:/DocTool/content/Docus/Informatik/Programmieren/Grundbegriffe-Programmieren/,/Docus/Informatik/Programmieren/Grundbegriffe-Programmieren/,https://jhc90.github.io/Docus/Informatik/Programmieren/Grundbegriffe-Programmieren/Programmiersprachen.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Programmieren/Grundbegriffe-Programmieren/Typisierung.md,/Docus/Informatik/Programmieren/Grundbegriffe-Programmieren/Typisierung.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,588,2,[''],[''],,"['Docus', 'Informatik', 'Programmieren', 'Grundbegriffe-Programmieren']",Grundbegriffe-Programmieren,C:/DocTool/content/Docus/Informatik/Programmieren/Grundbegriffe-Programmieren/,/Docus/Informatik/Programmieren/Grundbegriffe-Programmieren/,https://jhc90.github.io/Docus/Informatik/Programmieren/Grundbegriffe-Programmieren/Typisierung.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/PythonVisualisirungen-Overview.md,/Docus/Informatik/Programmieren/Python/Bibliotheken/PythonVisualisirungen-Overview.md,Thu Nov  5 08:10:09 2020,Thu Nov  5 08:07:46 2020,456,0,[''],[''],,"['Docus', 'Informatik', 'Programmieren', 'Python', 'Bibliotheken']",Bibliotheken,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/,/Docus/Informatik/Programmieren/Python/Bibliotheken/,https://jhc90.github.io/Docus/Informatik/Programmieren/Python/Bibliotheken/PythonVisualisirungen-Overview.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Matplotlib/interim.md,/Docus/Informatik/Programmieren/Python/Bibliotheken/Matplotlib/interim.md,Thu Nov  5 08:46:49 2020,Thu Nov  5 07:56:21 2020,97,0,[''],[''],,"['Docus', 'Informatik', 'Programmieren', 'Python', 'Bibliotheken', 'Matplotlib']",Matplotlib,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Matplotlib/,/Docus/Informatik/Programmieren/Python/Bibliotheken/Matplotlib/,https://jhc90.github.io/Docus/Informatik/Programmieren/Python/Bibliotheken/Matplotlib/interim.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Matplotlib/Matplotlib.md,/Docus/Informatik/Programmieren/Python/Bibliotheken/Matplotlib/Matplotlib.md,Mon Nov  9 13:04:29 2020,Thu Nov  5 11:17:55 2020,1010567,1,[''],[''],,"['Docus', 'Informatik', 'Programmieren', 'Python', 'Bibliotheken', 'Matplotlib']",Matplotlib,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Matplotlib/,/Docus/Informatik/Programmieren/Python/Bibliotheken/Matplotlib/,https://jhc90.github.io/Docus/Informatik/Programmieren/Python/Bibliotheken/Matplotlib/Matplotlib.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Numpy/NumpyOverview.md,/Docus/Informatik/Programmieren/Python/Bibliotheken/Numpy/NumpyOverview.md,Mon Nov  9 13:04:31 2020,Thu Nov  5 11:17:58 2020,369859,0,[''],[''],,"['Docus', 'Informatik', 'Programmieren', 'Python', 'Bibliotheken', 'Numpy']",Numpy,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Numpy/,/Docus/Informatik/Programmieren/Python/Bibliotheken/Numpy/,https://jhc90.github.io/Docus/Informatik/Programmieren/Python/Bibliotheken/Numpy/NumpyOverview.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Pandas/Packet_VectorMatrix_pandas.md,/Docus/Informatik/Programmieren/Python/Bibliotheken/Pandas/Packet_VectorMatrix_pandas.md,Mon Nov  9 13:04:35 2020,Thu Nov  5 11:18:01 2020,892314,0,[''],[''],,"['Docus', 'Informatik', 'Programmieren', 'Python', 'Bibliotheken', 'Pandas']",Pandas,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Pandas/,/Docus/Informatik/Programmieren/Python/Bibliotheken/Pandas/,https://jhc90.github.io/Docus/Informatik/Programmieren/Python/Bibliotheken/Pandas/Packet_VectorMatrix_pandas.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Pandas/Packet_Visualisierung_Pandas.md,/Docus/Informatik/Programmieren/Python/Bibliotheken/Pandas/Packet_Visualisierung_Pandas.md,Mon Nov  9 13:04:37 2020,Thu Nov  5 11:18:04 2020,627402,1,[''],[''],,"['Docus', 'Informatik', 'Programmieren', 'Python', 'Bibliotheken', 'Pandas']",Pandas,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Pandas/,/Docus/Informatik/Programmieren/Python/Bibliotheken/Pandas/,https://jhc90.github.io/Docus/Informatik/Programmieren/Python/Bibliotheken/Pandas/Packet_Visualisierung_Pandas.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/01_InstallationSlenium.md,/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/01_InstallationSlenium.md,Mon Nov  9 13:04:39 2020,Wed Nov  4 12:59:38 2020,289899,0,[''],[''],,"['Docus', 'Informatik', 'Programmieren', 'Python', 'Bibliotheken', 'Selenium']",Selenium,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/,/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/,https://jhc90.github.io/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/01_InstallationSlenium.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/02_Selenium-Basic-Interaction.md,/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/02_Selenium-Basic-Interaction.md,Mon Nov  9 13:04:40 2020,Wed Nov  4 12:59:40 2020,323949,1,[''],[''],,"['Docus', 'Informatik', 'Programmieren', 'Python', 'Bibliotheken', 'Selenium']",Selenium,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/,/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/,https://jhc90.github.io/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/02_Selenium-Basic-Interaction.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/03_SeleniumUnittest.md,/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/03_SeleniumUnittest.md,Mon Nov  9 13:04:42 2020,Wed Nov  4 12:59:42 2020,318775,2,[''],[''],,"['Docus', 'Informatik', 'Programmieren', 'Python', 'Bibliotheken', 'Selenium']",Selenium,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/,/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/,https://jhc90.github.io/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/03_SeleniumUnittest.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/04_Selenium.md,/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/04_Selenium.md,Mon Nov  9 13:04:44 2020,Wed Nov  4 12:59:44 2020,318767,3,[''],[''],,"['Docus', 'Informatik', 'Programmieren', 'Python', 'Bibliotheken', 'Selenium']",Selenium,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/,/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/,https://jhc90.github.io/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/04_Selenium.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/SeleniumTutorial.md,/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/SeleniumTutorial.md,Mon Nov  9 13:04:46 2020,Wed Nov  4 12:59:46 2020,323219,4,[''],[''],,"['Docus', 'Informatik', 'Programmieren', 'Python', 'Bibliotheken', 'Selenium']",Selenium,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/,/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/,https://jhc90.github.io/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/SeleniumTutorial.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/testfile.md,/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/testfile.md,Tue Nov  3 17:44:17 2020,Tue Nov  3 17:41:20 2020,67,5,[''],[''],,"['Docus', 'Informatik', 'Programmieren', 'Python', 'Bibliotheken', 'Selenium']",Selenium,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/,/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/,https://jhc90.github.io/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/testfile.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/.ipynb_checkpoints/01_InstallationSlenium-checkpoint.md,/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/.ipynb_checkpoints/01_InstallationSlenium-checkpoint.md,Mon Nov  9 13:04:48 2020,Tue Nov  3 17:54:37 2020,289910,0,[''],[''],,"['Docus', 'Informatik', 'Programmieren', 'Python', 'Bibliotheken', 'Selenium', '.ipynb_checkpoints']",.ipynb_checkpoints,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/.ipynb_checkpoints/,/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/.ipynb_checkpoints/,https://jhc90.github.io/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/.ipynb_checkpoints/01_InstallationSlenium-checkpoint.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/.ipynb_checkpoints/SeleniumTutorial-checkpoint.md,/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/.ipynb_checkpoints/SeleniumTutorial-checkpoint.md,Mon Nov  9 13:04:51 2020,Tue Nov  3 17:54:40 2020,332065,1,[''],[''],,"['Docus', 'Informatik', 'Programmieren', 'Python', 'Bibliotheken', 'Selenium', '.ipynb_checkpoints']",.ipynb_checkpoints,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/.ipynb_checkpoints/,/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/.ipynb_checkpoints/,https://jhc90.github.io/Docus/Informatik/Programmieren/Python/Bibliotheken/Selenium/.ipynb_checkpoints/SeleniumTutorial-checkpoint.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/SK-Learn/Packet_ML_SK-Learn.md,/Docus/Informatik/Programmieren/Python/Bibliotheken/SK-Learn/Packet_ML_SK-Learn.md,Mon Nov  9 13:04:53 2020,Thu Nov  5 11:18:20 2020,334058,0,[''],[''],,"['Docus', 'Informatik', 'Programmieren', 'Python', 'Bibliotheken', 'SK-Learn']",SK-Learn,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/SK-Learn/,/Docus/Informatik/Programmieren/Python/Bibliotheken/SK-Learn/,https://jhc90.github.io/Docus/Informatik/Programmieren/Python/Bibliotheken/SK-Learn/Packet_ML_SK-Learn.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/SK-Learn/SK-Learn.md,/Docus/Informatik/Programmieren/Python/Bibliotheken/SK-Learn/SK-Learn.md,Mon Nov  9 13:04:56 2020,Thu Nov  5 11:18:23 2020,333871,1,[''],[''],,"['Docus', 'Informatik', 'Programmieren', 'Python', 'Bibliotheken', 'SK-Learn']",SK-Learn,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Bibliotheken/SK-Learn/,/Docus/Informatik/Programmieren/Python/Bibliotheken/SK-Learn/,https://jhc90.github.io/Docus/Informatik/Programmieren/Python/Bibliotheken/SK-Learn/SK-Learn.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Lösungen/00_DatenBeschaffung-Download.md,/Docus/Informatik/Programmieren/Python/Lösungen/00_DatenBeschaffung-Download.md,Mon Nov  9 13:05:01 2020,Thu Nov  5 11:18:25 2020,298291,0,[''],[''],,"['Docus', 'Informatik', 'Programmieren', 'Python', 'Lösungen']",Lösungen,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Lösungen/,/Docus/Informatik/Programmieren/Python/Lösungen/,https://jhc90.github.io/Docus/Informatik/Programmieren/Python/Lösungen/00_DatenBeschaffung-Download.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Lösungen/0_DatenBeschaffung-Download.md,/Docus/Informatik/Programmieren/Python/Lösungen/0_DatenBeschaffung-Download.md,Mon Nov  9 13:05:04 2020,Thu Nov  5 11:18:27 2020,295928,1,[''],[''],,"['Docus', 'Informatik', 'Programmieren', 'Python', 'Lösungen']",Lösungen,C:/DocTool/content/Docus/Informatik/Programmieren/Python/Lösungen/,/Docus/Informatik/Programmieren/Python/Lösungen/,https://jhc90.github.io/Docus/Informatik/Programmieren/Python/Lösungen/0_DatenBeschaffung-Download.html,,,https://jhc90.github.io/index.html
